pin,taluk,city,state,isServiceable
581346,Mundgod,Uttara Kannada,KARNATAKA,true
581347,Yellapur,Uttara Kannada,KARNATAKA,true
581348,Honavar,Uttara Kannada,KARNATAKA,true
581349,Mundgod,Uttara Kannada,KARNATAKA,true
581350,Bhatkal,Uttara Kannada,KARNATAKA,true
581351,Kumta,Uttara Kannada,KARNATAKA,true
581352,Karwar,Uttara Kannada,KARNATAKA,true
581353,Ankola,Uttara Kannada,KARNATAKA,true
581354,Bhatkal,Uttara Kannada,KARNATAKA,true
581355,Siddapur,Uttara Kannada,KARNATAKA,true
581356,Haliyal,Uttara Kannada,KARNATAKA,true
581357,Ankola,Uttara Kannada,KARNATAKA,true
581358,Sirsi,Uttara Kannada,KARNATAKA,true
581359,Yellapur,Uttara Kannada,KARNATAKA,true
581360,Karwar,Uttara Kannada,KARNATAKA,true
581361,Honavar,Uttara Kannada,KARNATAKA,true
581362,Kumta,Uttara Kannada,KARNATAKA,true
581363,Haliyal,Uttara Kannada,KARNATAKA,true
581365,Joida,Uttara Kannada,KARNATAKA,true
581384,Honavar,Uttara Kannada,KARNATAKA,true
581396,Karwar,Uttara Kannada,KARNATAKA,true
581400,Karwar,Uttara Kannada,KARNATAKA,true
581401,Sirsi,Uttara Kannada,KARNATAKA,true
581402,Sirsi,Uttara Kannada,KARNATAKA,true
581403,Sirsi,Uttara Kannada,KARNATAKA,true
581411,Mundgod,Uttara Kannada,KARNATAKA,true
581412,Yellapur,Uttara Kannada,KARNATAKA,true
581421,Bhatkal,Uttara Kannada,KARNATAKA,true
581423,Honavar,Uttara Kannada,KARNATAKA,true
581440,Kumta,Uttara Kannada,KARNATAKA,true
581450,Siddapur,Uttara Kannada,KARNATAKA,true
581453,Joida,Uttara Kannada,KARNATAKA,true
582101,Gadag,Gadag,KARNATAKA,true
582102,Gadag,Gadag,KARNATAKA,true
582103,Gadag,Gadag,KARNATAKA,true
582111,,Gadag,KARNATAKA,true
582112,Shirahatti,Gadag,KARNATAKA,true
582113,Mundargi,Gadag,KARNATAKA,true
582114,Ron,Gadag,KARNATAKA,true
582115,Gadag,Gadag,KARNATAKA,true
582116,Shirahatti,Gadag,KARNATAKA,true
582117,Gadag,Gadag,KARNATAKA,true
582118,Mundargi,Gadag,KARNATAKA,true
582119,Gadag,Gadag,KARNATAKA,true
582120,Gadag,Gadag,KARNATAKA,true
582201,Navalgund,Dharwad,KARNATAKA,true
582202,Ron,Gadag,KARNATAKA,true
582203,Ron,Gadag,KARNATAKA,true
582204,Ron,Gadag,KARNATAKA,true
582205,Gadag,Gadag,KARNATAKA,true
582206,Nargund,Gadag,KARNATAKA,true
582207,Nargund,Gadag,KARNATAKA,true
582208,Navalgund,Dharwad,KARNATAKA,true
582209,Ron,Gadag,KARNATAKA,true
582210,Shirhatti,Gadag,KARNATAKA,true
582211,Ron,Gadag,KARNATAKA,true
583101,Bellary,Bellary,KARNATAKA,true
583102,Bellary,Bellary,KARNATAKA,true
583103,Bellary,Bellary,KARNATAKA,true
583104,Bellary,Bellary,KARNATAKA,true
583105,Bellary,Bellary,KARNATAKA,true
583111,Bellary,Bellary,KARNATAKA,true
583112,Sandur,Bellary,KARNATAKA,true
583113,Bellary,Bellary,KARNATAKA,true
583114,Siruguppa,Bellary,KARNATAKA,true
583115,Bellary,Bellary,KARNATAKA,true
583116,Bellary,Bellary,KARNATAKA,true
583117,Bellary,Bellary,KARNATAKA,true
583118,Sandur,Bellary,KARNATAKA,true
583119,Sandur,Bellary,KARNATAKA,true
583120,Siruguppa,Bellary,KARNATAKA,true
583121,Siruguppa,Bellary,KARNATAKA,true
583122,Siruguppa,Bellary,KARNATAKA,true
583123,Sandur,Bellary,KARNATAKA,true
583124,Sandur,Bellary,KARNATAKA,true
583125,Haralpanahalli,Davangere,KARNATAKA,true
583126,Kudligi,Bellary,KARNATAKA,true
583127,Harapanahalli,Davangere,KARNATAKA,true
583128,Sandur,Bellary,KARNATAKA,true
583129,Hospet,Bellary,KARNATAKA,true
583130,Kudligi,Bellary,KARNATAKA,true
583131,Harapanahalli,Davangere,KARNATAKA,true
583132,Hospet,Bellary,KARNATAKA,true
583134,Kudligi,Bellary,KARNATAKA,true
583135,Kudlgi,Bellary,KARNATAKA,true
583136,Kudligi,Bellary,KARNATAKA,true
583137,Harapanahalli,Davangere,KARNATAKA,true
583152,Bellary,Bellary,KARNATAKA,true
583201,Hospet,Bellary,KARNATAKA,true
583203,Hospet,Bellary,KARNATAKA,true
583211,Hospet,Bellary,KARNATAKA,true
583212,Hagaribommanahalli,Bellary,KARNATAKA,true
583213,Harapanahalli,Davangere,KARNATAKA,true
583214,Hb Halli,Bellary,KARNATAKA,true
583215,Hospet,Bellary,KARNATAKA,true
583216,Huvinahadagali,Bellary,KARNATAKA,true
583217,Huvinahadagali,Bellary,KARNATAKA,true
583218,Kudligi,Bellary,KARNATAKA,true
583219,Hadagalli,Bellary,KARNATAKA,true
583220,Hagaribommanahalli,Bellary,KARNATAKA,true
583221,Hospet,Bellary,KARNATAKA,true
583222,H B Halli,Bellary,KARNATAKA,true
583223,Hospet,Bellary,KARNATAKA,true
583224,Hagaribommanahalli,Bellary,KARNATAKA,true
583225,Hospet,Bellary,KARNATAKA,true
583226,Koppal,Koppal,KARNATAKA,true
583227,Gangavathi,Koppal,KARNATAKA,true
583228,Koppal,Koppal,KARNATAKA,true
583229,Gamgavati,Koppal,KARNATAKA,true
583230,Gangavthi,Koppal,KARNATAKA,true
583231,Koppal,Koppal,KARNATAKA,true
583232,Yelbulrga,Koppal,KARNATAKA,true
583233,,Gadag,KARNATAKA,true
583234,Koppal,Koppal,KARNATAKA,true
583235,Ganagavati,Koppal,KARNATAKA,true
583236,Yelbuarga,Koppal,KARNATAKA,true
583237,Yelbulrga,Koppal,KARNATAKA,true
583238,Kioppal,Koppal,KARNATAKA,true
583239,Hospet,Bellary,KARNATAKA,true
583268,Gangavahi,Koppal,KARNATAKA,true
583275,Sandur,Bellary,KARNATAKA,true
583276,Hospet,Bellary,KARNATAKA,true
583277,Kushtagi,Koppal,KARNATAKA,true
583278,Kukshtagi,Koppal,KARNATAKA,true
583279,Kukshtagi,Koppal,KARNATAKA,true
583280,Kushtagi,Koppal,KARNATAKA,true
583281,Kukstagai,Koppal,KARNATAKA,true
583282,Gamgavati,Koppal,KARNATAKA,true
583283,Gamgavathi,Koppal,KARNATAKA,true
584101,Raichur,Raichur,KARNATAKA,true
584102,Raichur,Raichur,KARNATAKA,true
584103,Raichur,Raichur,KARNATAKA,true
584104,Raichur,Raichur,KARNATAKA,true
584111,Deodurga,Raichur,KARNATAKA,true
584113,Deodurga,Raichur,KARNATAKA,true
584115,Deodurga,Raichur,KARNATAKA,true
584116,Deodurga,Raichur,KARNATAKA,true
584118,Manvi,Raichur,KARNATAKA,true
584120,Lingasugur,Raichur,KARNATAKA,true
584122,Lingasugur,Raichur,KARNATAKA,true
584123,Manvi,Raichur,KARNATAKA,true
584124,Lingasugur,Raichur,KARNATAKA,true
584125,Lingasugur,Raichur,KARNATAKA,true
584126,Deodurga,Raichur,KARNATAKA,true
584127,Lingasugur,Raichur,KARNATAKA,true
584128,Raichur,Raichur,KARNATAKA,true
584129,Deodurga,Raichur,KARNATAKA,true
584132,Sindhanur,Raichur,KARNATAKA,true
584133,Raichur,Raichur,KARNATAKA,true
584134,Raichur,Raichur,KARNATAKA,true
584135,Raichur,Raichur,KARNATAKA,true
584136,Deodurga,Raichur,KARNATAKA,true
584138,Manvi,Raichur,KARNATAKA,true
584139,Lingasugur,Raichur,KARNATAKA,true
584140,Raichur,Raichur,KARNATAKA,true
584143,Manvi,Raichur,KARNATAKA,true
584167,Sindhanur,Raichur,KARNATAKA,true
584170,Raichur,Raichur,KARNATAKA,true
584202,Manvi,Raichur,KARNATAKA,true
584203,Manvi,Raichur,KARNATAKA,true
585101,Gulbarga,Gulbarga,KARNATAKA,true
585102,Gulbarga,Gulbarga,KARNATAKA,true
585103,Gulbarga,Gulbarga,KARNATAKA,true
585104,Aland,Gulbarga,KARNATAKA,true
585105,Gulbarga,Gulbarga,KARNATAKA,true
585106,Gulbarga,Gulbarga,KARNATAKA,true
585201,Yadgir,Yadgir,KARNATAKA,true
585202,Yadgir,Yadgir,KARNATAKA,true
585210,Sedam,Gulbarga,KARNATAKA,true
585211,Chitapur,Gulbarga,KARNATAKA,true
585212,Afjalpur,Gulbarga,KARNATAKA,true
585213,Afjalpur,Gulbarga,KARNATAKA,true
585214,Yadgir,Yadgir,KARNATAKA,true
585215,Shorapur,Yadgir,KARNATAKA,true
585216,Shorapur,Yadgir,KARNATAKA,true
585217,Afjalpur,Gulbarga,KARNATAKA,true
585218,Chitapur,Gulbarga,KARNATAKA,true
585219,Shorapur,Yadgir,KARNATAKA,true
585220,Shorapur,Yadgir,KARNATAKA,true
585221,Yadgiri,Yadgir,KARNATAKA,true
585222,Sedam,Gulbarga,KARNATAKA,true
585223,Shahapur,Yadgir,KARNATAKA,true
585224,Shorapur,Yadgir,KARNATAKA,true
585225,Chittapur,Gulbarga,KARNATAKA,true
585226,Bidar,Bidar,KARNATAKA,true
585227,Homnabad,Bidar,KARNATAKA,true
585228,Chitapur,Gulbarga,KARNATAKA,true
585229,Chitapur,Gulbarga,KARNATAKA,true
585236,Afjalpur,Gulbarga,KARNATAKA,true
585237,Shorapur,Yadgir,KARNATAKA,true
585265,Afjalpur,Gulbarga,KARNATAKA,true
585287,Shahapur,Yadgir,KARNATAKA,true
585290,Shorapur,Yadgir,KARNATAKA,true
585291,Shorapur,Yadgir,KARNATAKA,true
585292,Sedam,Gulbarga,KARNATAKA,true
585301,Afjalpur,Gulbarga,KARNATAKA,true
585302,Aland,Gulbarga,KARNATAKA,true
585303,Jewargi,Gulbarga,KARNATAKA,true
585304,Shahapur,Yadgir,KARNATAKA,true
585305,Chincholi,Gulbarga,KARNATAKA,true
585306,Chincholi,Gulbarga,KARNATAKA,true
585307,Chincholi,Gulbarga,KARNATAKA,true
585308,Gulbarga,Gulbarga,KARNATAKA,true
585309,Jewargi,Gulbarga,KARNATAKA,true
585310,Jewargi,Gulbarga,KARNATAKA,true
585311,Aland,Gulbarga,KARNATAKA,true
585312,Chittapur,Gulbarga,KARNATAKA,true
585313,Chincholi,Gulbarga,KARNATAKA,true
585314,Aland,Gulbarga,KARNATAKA,true
585315,Yadgiri,Yadgir,KARNATAKA,true
585316,Aland,Gulbarga,KARNATAKA,true
585317,Chittapur,Gulbarga,KARNATAKA,true
585318,Sedam,Gulbarga,KARNATAKA,true
585319,Sedam,Gulbarga,KARNATAKA,true
585320,Sedam,Gulbarga,KARNATAKA,true
585321,Sedam,Gulbarga,KARNATAKA,true
585322,Chincholi,Gulbarga,KARNATAKA,true
585323,Shahapur,Yadgir,KARNATAKA,true
585324,Chincholi,Gulbarga,KARNATAKA,true
585325,Jewargi,Gulbarga,KARNATAKA,true
585326,Auad (b),Bidar,KARNATAKA,true
585327,Basavakalyan,Bidar,KARNATAKA,true
585328,Bhalki,Bidar,KARNATAKA,true
585329,Homnabad,Bidar,KARNATAKA,true
585330,Homnabad,Bidar,KARNATAKA,true
585331,Basavakalyan,Bidar,KARNATAKA,true
585353,Humnabad,Bidar,KARNATAKA,true
585355,Shahapur,Yadgir,KARNATAKA,true
585401,Bidar,Bidar,KARNATAKA,true
585402,Bidar,Bidar,KARNATAKA,true
585403,Bidar,Bidar,KARNATAKA,true
585411,Bhalki,Bidar,KARNATAKA,true
585412,Homnabad,Bidar,KARNATAKA,true
585413,Bhalki,Bidar,KARNATAKA,true
585414,Bhalki,Bidar,KARNATAKA,true
585415,Basavakalyan,Bidar,KARNATAKA,true
585416,Basavakalyan,Bidar,KARNATAKA,true
585417,Auarad (b),Bidar,KARNATAKA,true
585418,Humnabad,Bidar,KARNATAKA,true
585419,Basavakalyan,Bidar,KARNATAKA,true
585421,Aurad,Bidar,KARNATAKA,true
585436,Aurad,Bidar,KARNATAKA,true
585437,Basavakalyan,Bidar,KARNATAKA,true
585443,Aurad (b),Bidar,KARNATAKA,true
585444,Bhalki,Bidar,KARNATAKA,true
586101,Bijapur,Bijapur(KAR),KARNATAKA,true
586102,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586103,Bijapur,Bijapur(KAR),KARNATAKA,true
586104,Bijapur,Bijapur(KAR),KARNATAKA,true
586108,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586109,Bijapur,Bijapur(KAR),KARNATAKA,true
586111,Indi,Bijapur(KAR),KARNATAKA,true
586112,Bijapur,Bijapur(KAR),KARNATAKA,true
586113,Bijapur,Bijapur(KAR),KARNATAKA,true
586114,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586115,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586116,Bijapur,Bijapur(KAR),KARNATAKA,true
586117,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586118,Sindgi,Bijapur(KAR),KARNATAKA,true
586119,Bijapur,Bijapur(KAR),KARNATAKA,true
586120,Indi,Bijapur(KAR),KARNATAKA,true
586121,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586122,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586123,Sindgi,Bijapur(KAR),KARNATAKA,true
586124,Indi,Bijapur(KAR),KARNATAKA,true
586125,Bijapur,Bijapur(KAR),KARNATAKA,true
586127,Bijapur,Bijapur(KAR),KARNATAKA,true
586128,Sindgi,Bijapur(KAR),KARNATAKA,true
586129,Muddebihal,Bijapur(KAR),KARNATAKA,true
586130,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586201,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586202,Sindgi,Bijapur(KAR),KARNATAKA,true
586203,b..bagewadi,Bijapur(KAR),KARNATAKA,true
586204,Indi,Bijapur(KAR),KARNATAKA,true
586205,Indi,Bijapur(KAR),KARNATAKA,true
586206,Sindgi,Bijapur(KAR),KARNATAKA,true
586207,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586208,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586209,Indi,Bijapur(KAR),KARNATAKA,true
586210,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586211,Indi,Bijapur(KAR),KARNATAKA,true
586212,Muddebihal,Bijapur(KAR),KARNATAKA,true
586213,B Bagewadi,Bijapur(KAR),KARNATAKA,true
586214,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586215,Indi,Bijapur(KAR),KARNATAKA,true
586216,B.bagewadi,Bijapur(KAR),KARNATAKA,true
586217,Indi,Bijapur(KAR),KARNATAKA,true
587101,Bagalkot,Bagalkot,KARNATAKA,true
587102,Bagalkot,Bagalkot,KARNATAKA,true
587103,Bagalkot,Bagalkot,KARNATAKA,true
587111,Bagalkot,Bagalkot,KARNATAKA,true
587112,Hungund,Bagalkot,KARNATAKA,true
587113,Mudhol,Bagalkot,KARNATAKA,true
587114,Badami,Bagalkot,KARNATAKA,true
587115,Bagalkot,Bagalkot,KARNATAKA,true
587116,Bilgi,Bagalkot,KARNATAKA,true
587117,Bijapur,Bijapur(KAR),KARNATAKA,true
587118,Hungund,Bagalkot,KARNATAKA,true
587119,Jamkandi,Bagalkot,KARNATAKA,true
587120,Bagalkot,Bagalkot,KARNATAKA,true
587121,Bilgi,Bagalkot,KARNATAKA,true
587122,Badami,Bagalkot,KARNATAKA,true
587124,Hungund,Bagalkot,KARNATAKA,true
587125,Hungund,Bagalkot,KARNATAKA,true
587154,Hungund,Bagalkot,KARNATAKA,true
587155,Badami,Bagalkot,KARNATAKA,true
587201,Badami,Bagalkot,KARNATAKA,true
587202,Badami,Bagalkot,KARNATAKA,true
587203,Badami,Bagalkot,KARNATAKA,true
587204,Bagalkot,Bagalkot,KARNATAKA,true
587205,Badami,Bagalkot,KARNATAKA,true
587206,Badami,Bagalkot,KARNATAKA,true
587207,Bagalkot,Bagalkot,KARNATAKA,true
587301,Bilgi,Bagalkot,KARNATAKA,true
587311,Jamkhandi,Bagalkot,KARNATAKA,true
587312,Jamkhandi,Bagalkot,KARNATAKA,true
587313,Mudhol,Bagalkot,KARNATAKA,true
587314,Jamkhandi,Bagalkot,KARNATAKA,true
587315,Jamkhandi,Bagalkot,KARNATAKA,true
587316,Mudhol,Bagalkot,KARNATAKA,true
587330,Jamkhandi,Bagalkot,KARNATAKA,true
590001,Belgaum,Belgaum,KARNATAKA,true
590003,Belgaum,Belgaum,KARNATAKA,true
590005,Belgaum,Belgaum,KARNATAKA,true
590006,Belgaum,Belgaum,KARNATAKA,true
590008,Belgaum,Belgaum,KARNATAKA,true
590009,Belgaum,Belgaum,KARNATAKA,true
590010,Belgaum,Belgaum,KARNATAKA,true
590011,Belgaum,Belgaum,KARNATAKA,true
590014,Belgaum,Belgaum,KARNATAKA,true
590015,Belgaum,Belgaum,KARNATAKA,true
590016,Belgaum,Belgaum,KARNATAKA,true
590017,Belgaum,Belgaum,KARNATAKA,true
590018,Belgaum,Belgaum,KARNATAKA,true
590019,Belgaum,Belgaum,KARNATAKA,true
590020,Belgaum,Belgaum,KARNATAKA,true
591101,Gokak,Belgaum,KARNATAKA,true
591102,Bailhongal,Belgaum,KARNATAKA,true
591103,Belgaum,Belgaum,KARNATAKA,true
591104,Bailhongal,Belgaum,KARNATAKA,true
591106,Khanapur,Belgaum,KARNATAKA,true
591107,Hukeri,Belgaum,KARNATAKA,true
591108,Belgaum,Belgaum,KARNATAKA,true
591109,Bailhongal,Belgaum,KARNATAKA,true
591110,Saundatti,Belgaum,KARNATAKA,true
591111,Sampgaon,Belgaum,KARNATAKA,true
591112,Bailhongal,Belgaum,KARNATAKA,true
591113,Belgaum,Belgaum,KARNATAKA,true
591114,Ramdurg,Belgaum,KARNATAKA,true
591115,Bailhogal,Belgaum,KARNATAKA,true
591116,Ramdurg,Belgaum,KARNATAKA,true
591117,Saundatti,Belgaum,KARNATAKA,true
591118,Bailhongal,Belgaum,KARNATAKA,true
591119,Saundatti,Belgaum,KARNATAKA,true
591120,Belgaum,Belgaum,KARNATAKA,true
591121,Bailhongal,Belgaum,KARNATAKA,true
591122,Gokak,Belgaum,KARNATAKA,true
591123,Ramdurg,Belgaum,KARNATAKA,true
591124,Belgaum,Belgaum,KARNATAKA,true
591125,Bailhongal,Belgaum,KARNATAKA,true
591126,Parasgad,Belgaum,KARNATAKA,true
591127,Ramdurg,Belgaum,KARNATAKA,true
591128,Belgaum,Belgaum,KARNATAKA,true
591129,Saundatti,Belgaum,KARNATAKA,true
591130,Ramdurg,Belgaum,KARNATAKA,true
591131,Belgaum,Belgaum,KARNATAKA,true
591136,Gokak,Belgaum,KARNATAKA,true
591143,Belgaum,Belgaum,KARNATAKA,true
591147,Bailhongal,Belgaum,KARNATAKA,true
591153,Bailhongal,Belgaum,KARNATAKA,true
591156,Belgaum,Belgaum,KARNATAKA,true
591173,,Belgaum,KARNATAKA,true
591201,Chikodi,Belgaum,KARNATAKA,true
591211,Chikodi,Belgaum,KARNATAKA,true
591212,Athani,Belgaum,KARNATAKA,true
591213,Chikodi,Belgaum,KARNATAKA,true
591214,Chikodi,Belgaum,KARNATAKA,true
591215,Chikodi,Belgaum,KARNATAKA,true
591216,Chikodi,Belgaum,KARNATAKA,true
591217,Raibag,Belgaum,KARNATAKA,true
591218,Gokak,Belgaum,KARNATAKA,true
591219,Chikodi,Belgaum,KARNATAKA,true
591220,Raibag,Belgaum,KARNATAKA,true
591221,Hukeri,Belgaum,KARNATAKA,true
591222,Chikodi,Belgaum,KARNATAKA,true
591223,Athani,Belgaum,KARNATAKA,true
591224,Gokak,Belgaum,KARNATAKA,true
591225,Hukeri,Belgaum,KARNATAKA,true
591226,Chikodi,Belgaum,KARNATAKA,true
591227,Gokak,Belgaum,KARNATAKA,true
591228,Chikodi,Belgaum,KARNATAKA,true
591229,Chikodi,Belgaum,KARNATAKA,true
591230,Athani,Belgaum,KARNATAKA,true
591231,Gokak,Belgaum,KARNATAKA,true
591232,Athani,Belgaum,KARNATAKA,true
591233,Gokak,Belgaum,KARNATAKA,true
591234,Athani,Belgaum,KARNATAKA,true
591235,Raibag,Belgaum,KARNATAKA,true
591236,Hukeri,Belgaum,KARNATAKA,true
591237,Chikodi,Belgaum,KARNATAKA,true
591238,Chikodi,Belgaum,KARNATAKA,true
591239,Chikodi,Belgaum,KARNATAKA,true
591240,Athani,Belgaum,KARNATAKA,true
591241,Chikodi,Belgaum,KARNATAKA,true
591242,Athani,Belgaum,KARNATAKA,true
591243,Hukeri,Belgaum,KARNATAKA,true
591244,Chikodi,Belgaum,KARNATAKA,true
591246,Hukeri,Belgaum,KARNATAKA,true
591247,Chikodi,Belgaum,KARNATAKA,true
591248,Athani,Belgaum,KARNATAKA,true
591254,Hukeri,Belgaum,KARNATAKA,true
591263,Chikodi,Belgaum,KARNATAKA,true
591265,Athani,Belgaum,KARNATAKA,true
591287,Chikodi,Belgaum,KARNATAKA,true
591301,Belgaum,Belgaum,KARNATAKA,true
591302,Khanapur,Belgaum,KARNATAKA,true
591303,Athani,Belgaum,KARNATAKA,true
591304,Athani,Belgaum,KARNATAKA,true
591305,Hukeri,Belgaum,KARNATAKA,true
591306,Gokak,Belgaum,KARNATAKA,true
591307,Gokak,Belgaum,KARNATAKA,true
591308,Gokak,Belgaum,KARNATAKA,true
591309,Hukeri,Belgaum,KARNATAKA,true
591310,Gokak,Belgaum,KARNATAKA,true
591311,Raibag,Belgaum,KARNATAKA,true
591312,Gokak,Belgaum,KARNATAKA,true
591313,Hukeri,Belgaum,KARNATAKA,true
591314,Hukeri,Belgaum,KARNATAKA,true
591315,Athani,Belgaum,KARNATAKA,true
591316,Athani,Belgaum,KARNATAKA,true
591317,Raibag,Belgaum,KARNATAKA,true
591340,Hukeri,Belgaum,KARNATAKA,true
591344,Gokak,Belgaum,KARNATAKA,true
591345,Belgaum,Belgaum,KARNATAKA,true
600001,Chennai,Chennai,TAMIL NADU,true
600002,Chennai,Chennai,TAMIL NADU,true
600003,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600004,Chennai,Chennai,TAMIL NADU,true
600005,Chennai,Chennai,TAMIL NADU,true
600006,Chennai,Chennai,TAMIL NADU,true
600007,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600008,Egmore Nungambakka,Chennai,TAMIL NADU,true
600009,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600010,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600011,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600012,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600013,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600014,Chennai,Chennai,TAMIL NADU,true
600015,Chennai City Corporation,Chennai,TAMIL NADU,true
600016,Saidapet,Kanchipuram,TAMIL NADU,true
600017,Chennai,Chennai,TAMIL NADU,true
600018,Chennai,Chennai,TAMIL NADU,true
600019,Ambattur,Tiruvallur,TAMIL NADU,true
600020,Chennai City Corporation,Chennai,TAMIL NADU,true
600021,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600022,Chennai City Corporation,Chennai,TAMIL NADU,true
600023,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600024,Chennai City Corporation,Chennai,TAMIL NADU,true
600025,Chennai City Corporation,Chennai,TAMIL NADU,true
600026,Chennai City Corporation,Chennai,TAMIL NADU,true
600028,Chennai City Corporation,Chennai,TAMIL NADU,true
600029,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600030,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600031,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600032,Chennai City Corporation,Chennai,TAMIL NADU,true
600033,Chennai City Corporation,Chennai,TAMIL NADU,true
600034,Chennai,Chennai,TAMIL NADU,true
600035,Chennai City Corporation,Chennai,TAMIL NADU,true
600036,Chennai City Corporation,Chennai,TAMIL NADU,true
600037,Ambattur,Tiruvallur,TAMIL NADU,true
600038,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600039,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600040,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600041,Chennai City Corporation,Chennai,TAMIL NADU,true
600042,Chennai City Corporation,Chennai,TAMIL NADU,true
600043,,Kanchipuram,TAMIL NADU,true
600044,Sriperumbudur,Kanchipuram,TAMIL NADU,true
600045,Tambaram,Kanchipuram,TAMIL NADU,true
600046,Tambaram,Kanchipuram,TAMIL NADU,true
600047,Tambaram,Kanchipuram,TAMIL NADU,true
600048,Chinglepet,Kanchipuram,TAMIL NADU,true
600049,Ambattur,Tiruvallur,TAMIL NADU,true
600050,Ambattur,Tiruvallur,TAMIL NADU,true
600051,Ponneri,Tiruvallur,TAMIL NADU,true
600052,Ambattur,Tiruvallur,TAMIL NADU,true
600053,Ambattur,Tiruvallur,TAMIL NADU,true
600054,Ambattur,Tiruvallur,TAMIL NADU,true
600055,Ambattur,Tiruvallur,TAMIL NADU,true
600056,Poonamalee,Tiruvallur,TAMIL NADU,true
600057,Ambattur,Tiruvallur,TAMIL NADU,true
600058,Ambattur,Tiruvallur,TAMIL NADU,true
600059,Tambaram,Kanchipuram,TAMIL NADU,true
600060,Ambattur,Tiruvallur,TAMIL NADU,true
600061,Saidapet,Kanchipuram,TAMIL NADU,true
600062,Avadi,Tiruvallur,TAMIL NADU,true
600063,Tambaram,Kanchipuram,TAMIL NADU,true
600064,,Kanchipuram,TAMIL NADU,true
600065,Ambattur,Tiruvallur,TAMIL NADU,true
600066,Ambattur,Tiruvallur,TAMIL NADU,true
600067,Ponneri,Tiruvallur,TAMIL NADU,true
600068,Ambattur,Tiruvallur,TAMIL NADU,true
600069,Sriperumbudur,Kanchipuram,TAMIL NADU,true
600070,,Kanchipuram,TAMIL NADU,true
600071,Poonamallee,Tiruvallur,TAMIL NADU,true
600072,Poonamallee,Tiruvallur,TAMIL NADU,true
600073,Tambaram,Kanchipuram,TAMIL NADU,true
600074,Tambaram,Kanchipuram,TAMIL NADU,true
600075,,Kanchipuram,TAMIL NADU,true
600076,Ambattur,Tiruvallur,TAMIL NADU,true
600077,Poonamallee,Tiruvallur,TAMIL NADU,true
600078,Chennai City Corporation,Chennai,TAMIL NADU,true
600081,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600082,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600083,Chennai City Corporation,Chennai,TAMIL NADU,true
600084,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600085,Chennai City Corporation,Chennai,TAMIL NADU,true
600086,Chennai,Chennai,TAMIL NADU,true
600087,,Tiruvallur,TAMIL NADU,true
600088,Saidapet,Kanchipuram,TAMIL NADU,true
600089,Saidapet,Kanchipuram,TAMIL NADU,true
600090,Chennai City Corporation,Chennai,TAMIL NADU,true
600091,Saidapet,Kanchipuram,TAMIL NADU,true
600092,Chennai City Corporation,Chennai,TAMIL NADU,true
600093,Chennai City Corporation,Chennai,TAMIL NADU,true
600094,Chennai,Chennai,TAMIL NADU,true
600095,Poonamalee,Tiruvallur,TAMIL NADU,true
600096,Saidapet,Kanchipuram,TAMIL NADU,true
600097,,Kanchipuram,TAMIL NADU,true
600098,Ambattur,Tiruvallur,TAMIL NADU,true
600099,Ambattur,Tiruvallur,TAMIL NADU,true
600100,Tambaram,Kanchipuram,TAMIL NADU,true
600101,Ambattur,Chennai,TAMIL NADU,true
600102,Perambur Purasawalkam,Chennai,TAMIL NADU,true
600103,Ambattur,Tiruvallur,TAMIL NADU,true
600104,Tondiarpet Fort St George,Chennai,TAMIL NADU,true
600106,Egmore Nungambakkam,Chennai,TAMIL NADU,true
600107,Chennai Corporation,Tiruvallur,TAMIL NADU,true
600110,Ambattur,Tiruvallur,TAMIL NADU,true
600113,Chennai City Corporation,Chennai,TAMIL NADU,true
